Singer	Title	Actual lyrics	text	
KK	Pyar ke pal	"Hum rahe ya na rahe kal
Kal yaad aayenge yeh pal
Pal, yeh hain pyaar ke pal
Chal, aa mere sang chal
Chal, soche kya
Chhoti si hai zindagi
Kal mil jaaye to hogi khushnaseebi
Hum rahe ya na rahe, yaad aayenge yeh pal) - 2
Shaam ka aanchal odhke aayi
Dekho voh raat suhaani
Aa likh de hum donon milke
Apni yeh prem kahaani
Hum rahe ya na rahe, yaad aayenge yeh pal
Aane waali subha jaane
Rang kya laaye deewaani
Meri chaahat ko rakh lena
Jaise koi nishaani
Hum rahe ya na rahe, yaad aayenge yeh pal
Hum…"	"Whether or not we are here tomorrow,
Tomorrow, we'll remember these moments,
These moments of love,
Come with me,
Come let's think about how short life is,
And how lucky we'll be if we can have tomorrow.
We'll remember these moment tomorrow whether we're here or not. ]x2
 
Breaking the spell of the evening,
See how the beautiful night has come,
Come let's write together
Our love story.
 
We'll remember these moment tomorrow whether we're here or not.
 
Who knows what the
Coming morning holds,
Keep my love with you,
Like a token of us.
 
We'll remember these moment tomorrow whether we're here or not.
 
Whether or not we are here tomorrow,
Tomorrow, we'll remember these moments,
These moments of love,
Come with me,
Come let's think about how short life is,
And how lucky we'll be if we can have tomorrow.
 
We'll remember these moment tomorrow whether we're here or not."	2
KK	Zara Sa	"Zara Si Dil Mein De Jagah Tu
Zara Sa Apna Le Bana
Zara Sa Khawbon Mein Saja Tu
Zara Sa Yaadhon Mein Basa
Mein Chahun Tujhko
Meri Jaan Bepanah
Fida Hoon Tujhpe
Meri Jaan Bepanah
Wooooo Hhhhooo Ooohhhh Hooo…
Zara Si Dil Mein De Jagah Tu
Zara Sa Apna Le Bana
Zara Sa Khawbon Mein Saja Tu
Zara Sa Yaadhon Mein Basa
Mein Chahun Tujhko
Meri Jaan Bepanah
Fida Hoon Tujhpe
Meri Jaan Bepanah
Wooooo Hhhhooo Ooohhhh Hooo…
Zara Si Dil Mein De Jagah Tu
Zara Sa Apna Le Bana
Zara Sa Khawbon Mein Saja Tu
Zara Sa Yaadhon Mein Basa
Mein Tere Mein Tere
Kadmoon Mein Rakh Du Yeh Jahan
Mera Ishq Deewangi
Ohhhhoo.
Hai Nahi Hai Nahi
Aashiq Koi Mujhsa Tera
Tu Mere Liye Bandagi
Mein Chahun Tujhko
Meri Jaan Bepanah
Fida Hoon Tujhpe
Meri Jaan Bepanah
Zara Si…"	"Give me some space in your heart
Make me yours a little bit
Decorate me a little bit in your dreams
Keep me a little bit in your memories
I love you
Beyond limits my love
I'm crazy about you
Beyond limits my love
Give me some space in your heart
Make me yours a little bit
Decorate me a little bit in your dreams
Keep me a little bit in your memories
I'll put
This world in your feet
My love is passionate
There is not
A lover like me of yours
You're a prayer for me
I love you
Beyond limits my love
I'm crazy about you
Beyond limits my love
Give me some space in your heart
Make me yours a little bit
Decorate me a little bit in your dreams
Keep me a little bit in your memories
Please tell
What's hidden in your heart
What are your wishes
Don't keep
Anything hidden from me my beloved
Have faith in me
I love you
Beyond limits my love
I'm crazy about you
Beyond limits my love"	1
KK	Alvida	"Chupke Se Kahin
Dheeme Paao Se
Jaane Kis Tarah
Kis Ghadi
Aage Badh Gaye
Humse Raahon Mein
Per Tum Toh abhi The Yahin
Kuch Bhi Na Suna
Kab Ka Tha Gila
Kaise Keh Diya Alvida
Jinke Darmiyan Guzri Thi Abhi
Kal Tak Yeh Meri Zindagi
Lo Unn Baahon Ko Thandhi Chao Ko
Hum bhi Kar Chale Alvida
Alvida Alvida
Meri Raahein Alvida
Meri Saansein Kehti Hai Alvida
Alvida Alvida Ab Kehna Aur Kya
Jab Tune Keh Diya Alvida
Sunle Bekhabar kyun Aankhein Pher Kar
Aaj Tu Chali Ja dhundegi Nazar
Humko Hi Magar Har Jagah
Aisi Raaton Mein
Lekar Karwate Yaad Humein Karna
Aur Phir Haarkar
Kehna Kyun Magar
Keh Diya
Alvida Alvida Koi Pochhe To Zara
Kya Socha Aur Kaha Alvida
Alvida Alvida Ab Kehna Aur Kya
Jab Tune Keh Diya Alvida
Hum The Diljale Phir Bhi Dil Kahe
Kash Mere Sang Aaj Hote Tum Agar
Hoti Har…"	"Quietly somewhere, with hushed footsteps, don't know where, or when
You moved ahead of me (i.e. left me behind), but you were just here
Didn't listen to anything, (how long were you upset), how could you say farewell?
Between whom my life had existed until yesterday...
To those arms, those cool shadows, I too say farewell
Farewell to my ways (my paths), my breath says farewell
Farewell, now what's left to say, when you've already said farewell
Listen, oh unconcerned one, you can leave today and turn your eyes away
But your gaze will search for me everywhere
During nights, when you turn sides [i.e. because you can't sleep] you will remember me
Then you'll know your mistake and ask yourself, why did I say farewell
Farewell, could someone ask her, what she thought when she said farewell
Farewell, now what's left to say, when you've already said farewell

I was happy-go-lucky, but yet my heart wishes (for you)
That if you were with me today, every path would have blossomed
I'm upset at you, I'm mad at you, my heart is confused
You didn't think clearly, you didn't listen to reason, why did you say farewell
Farewell, could someone ask her, what she thought when she said farewell
Farewell, now what's left to say, when you've already said farewell"	3
KK	Tadap Tadap ke	"Bejaan Dil Ko..Bejaan Dil Ko
Bejaan Dil Ko Tere Ishq Ne Zinda Kiya
Phir Tere Ishq Ne Hi Is Dil Ko Tabah Kiya
Tadap Tadapke Is Dil Se
Aah Nikalti Rahi
Mujhko Saza Di Pyaar Ki
Aisa Kya Gunaah Kiya
To Loot Gaye Haan Loot Gaye
To Loot Gaye Hum Teri Mohabbat Mein
Tadap Tadapke Is Dil Se
Aah Nikalti Rahi
Mujhko Saza Di Pyaar Ki
Aisa Kya Gunaah Kiya
To Loot Gaye Haan Loot Gaye
To Loot Gaye Hum Teri Mohabbat Mein
Tadap Tadapke Is Dil Se
Aah Nikalti Rahi
Mujhko Saza Di Pyaar Ki
Aisa Kya Gunaah Kiya
To Loot Gaye Haan Loot Gaye
To Loot Gaye Hum Teri Mohabbat Mein
Ajab Hai Ishq Yaara
Pal Do Pal Ki Khushiyaan
Gam Ke Khazaane Milte Hain Phir
Milti Hai Tanhaiyaan
Kabhi Aansoon Kabhi Aahein
Kabhi Shikve Kabhi Naalein
Tera Chehra Nazar Aaye
Tera Chehra Nazar Aaye
Mujhe Din…"	"This lifeless heart
This lifeless heart was awaken by Your love
And then this love of Yours also ruined this heart
Suffering, suffering, from inside this heart came out sighs
You gave me the punishment in love, what crime had I committed
That I have been robbed
That I have been robbed of everything in Your love
Suffering, suffering, from inside this heart came out sighs
You gave me the punishment in love, what crime had I committed
That I have been robbed
That I have been robbed of everything in Your love
Suffering, suffering, from inside this heart came out sighs
You gave me the punishment in love, what crime had I committed
That I have been robbed
That I have been robbed of everything in Your love
Suffering, suffering, from inside this heart came out sighs
You gave me the punishment in love, what crime had I committed
That I have been robbed
That I have been robbed of everything in Your love
This love is strange, my friend
Shaking, shaking, from inside this heart came out sighs
You gave me the punishment in love, what crime had I committed
That I have been robbed
That I have been robbed of everything in Your love
If I find God
Then I will ask him, Oh God!
Giving me the body of sand
Why did You make this heart of glass
And on top of this You gave it a nature
To fall in love
What glorious work of Yours, Oh Nature! (Sarcasm)
What glorious work of Yours, Oh Nature!, and on that You gave fate
Sometimes there is togetherness, sometimes there is separation
Sometimes there is togetherness, sometimes there is separation, this is what love is
What glorious work of Yours, Oh Nature!
Sobbing, sobbing, from inside this heart came out sighs
You gave me the punishment in love, what crime had I committed
That I have been robbed
That I have been robbed of everything in Your love
Suffering, suffering, from inside this heart came out sighs
You gave me the punishment in love, what crime had I committed
That I have been robbed of everything in Your love
"	3
KK	Labon ko	"Labon Ko Labon Pe Sajao
Kya Ho Tum Mujhe Ab Batao –2
Todh Do Khud Ko Tum
Banhon Mein Meri
Banhon Mein Meri
Banhon Mein Meri
Banhon Mein –2
Aaaaa.. Aaa..
Tere Ehsaasson Mein Bheege Lamhato Mein
Mujhko Dooba Tishnagi Si Hain
Teri Adao Se Dilkash Khatao Se
In Lamho Mein Zindagi Si Hai
Haya Ko Zara Bhool Jao
Mere Hi Tarah Pesh Aao
Ko Bhi Do Khud Ko Tum
Raaton Mein Meri
Raaton Mein Meri
Raaton Mein Meri
Raaton Mein
Aaaa, Aaa..
Labon Ko Labon Pe Sajao
Kya Ho Tum Mujhe Abb Batao –2
Tere Zajbaaton Mein Mehki Se Saason Mein
Yeh Jo Mehek Sandali Se Hai
Dil Ki…"	"Decorate your lips on my lips
Now tell me who are you
Decorate your lips on my lips
Now tell me who are you
Break yourself in my arms
Drown me in your emotions and in your drenched moments
Since I'm thirsty for love
Due to your grace and your beautiful mistakes
There's life in these moments
Forget about shyness
Be carefree just like me
Lose yourself in my nights
In my nights
In my nights
In my nights
Decorate your lips on my lips
Now tell me who are you
In your feelings and in your fragranced breaths
There's an aroma of sandalwood
In the shelter of your heart and in the spread sighs
I have a desire to go to sleep
Hide your face behind my face
Make me hear your heartbeats
Look at yourself in my eyes
In my eyes
In my eyes
In my eyes
Decorate your lips on my lips
Now tell me who are you"	1
KK	Kya mujhe pyar hai	"Kyun Aajkal Neend Kam Khwaab Jyada Hai
Lagta Khuda Ka Koi Nek Iraada Hain
Kal Ka Fakir Dil Aaj Shehzada Hain
Lagta Khuda Ka Koi Nek Iraada Hain
( Kya Mujhe Pyar Hain Ya
Kaisa Khumaar Hain Ya )… (2)
Pathhar Ke Inn Raston Pe
Phoolon Ki Ek Chadar Hain
Jabse Milen Ho Hamko
Badla Har Ek Manzar Hain
Dekho Jahaan Mein Neele Neele Aasmaan Tale
Rang Naye Naye Hain Jaise Ghulte Hue
Soye The Khwaab Mere Jaage Tere Waaste
Tere Khayaalon Me Hai Bheege Mere Raaste
( Kya Mujhe Pyar Hain Ya
Kaisa Khumaar Hain Ya )… (2)
Tum Kyon Chale Aate Ho
Har Roj In Khwaabon Mein
Chupke Se Aa Bhi Jao
Ek Din…"	"my world...
why is there more dream less sleep thesedays
it appears that God has some great plans
pauper of yesterday is prince of today
kya mujhe pyar hain aah 
am I in love?
what feeling is this?
on the roads paved with stone
there is covering of flowers
since when you met me
every scenario has changed
look in the world under blue sky
new colours are splashing around
my sleeping dreams woke for you
my paths are laden with your dreams
why do you come to me
every night in my dreams
come silently
one day in my arms
I dream of you day and night
there is some intoxication in your eyes
you are in my dreams, in my questions, in my answers
every day I steal and bring you in my thoughts"	1
KK	Guzzarish	"Tu Meri Adhuri Pyaas Pyaas, Tu Aa Gayi Mann Ko Raas Raas, Abb Toh
Tu Meri Adhuri Pyaas Pyaas, Tu Aa Gayi Mann Ko Raas Raas
Abb Toh Tu Aaja Paas Paas, Hai Guzaarish
Hain Haal To Dil Ka Tang Tang, Tu Rang Ja Mere Rang Rang
Bas Chalana Mere Sang Sang, Hai Guzaarish
Kehde Tu Haan Toh Jindagi, Chaano Se Chhutke Hasegi
Moti Honge Moti Raaho Mein Yeah Yeah Yeah
Tu Meri Adhuri Pyaas Pyaas, Tu Aa Gayi Mann Ko Raas Raas
Abb Toh Tu Aaja Paas Paas, Hai Guzaarish
Shishe Ke Khwaab Leke, Raato Mein Chal Raha Hu, 
Takara Naa Jaau Kahin
Aasha Ki Rahe Roshan, Phir Bhi Tufaa Kaa Darr Hain
Lau Bhuj Naa Jaye Kahin
Bas Ek Haa Ki Guzaarish, Phir Hogi Khushiyo Ki Baarish
Tu Meri Adhuri Pyaas Pyaas, Tu Aa Gayi Mann Ko…"	"You are my unquenched thirst, now my heart likes you
at least now come to me, this is a request..
The status of my heart is tight, now get colored in my hues
Just walk along with me, it's a request..
If you say yes, life will smile openly as if coming out of waterfalls,
there will be pearls in our paths..
Taking along dreams made of glass, I'm walking the nights,
I hope I don't collide somewhere..
the flame of hope is alighted, yet, I fear a storm..
I hope the flame doesn't get extinguished..
Just one request for your yes, then there will be a rain of joys..
There is the moon and the sky, and the clouds are dense,
I wish the moon doesn't get hidden..
This loneliness is pinching me, and heartbeat is rising,
There is no peace for a moment..
It's such a strange story, only restlessness is there.."	1
KK	Beetein Lamhe	"(Dard Mein Bhi Yeh Lab Muskura Jaate Hai
Beete Lamhein Hamein Jab Bhi Yaad Aate Hai) - 2
Beete Lamhein..........
(Chand Lamhaaat Ke Waaste Hi Sahi
Muskuraakar Mili Thi Mujhe Jindagi) -2
Teri Aaghosh Mein Din The Mere Kate
Teri Baahon Mein Thi Meri Raate Kati
Aaj Bhi Jab Woh Pal Mujhko Yaad Aate Hai
Dil Se Saare Gamon Ko Bhula Jaate Hai
(Dard Mein Bhi Yeh Lab Muskura Jaate Hai
Beete Lamhein Hamein Jab Bhi Yaad Aate Hai) - 2
Beete Lamhein..........
(Mere Kaandhe Pe Sir Ko Jhukaana Tera
Mere Sine Mein Khud Ko Chhupaana Tera) - 2
Aake Meri Panaahon Mein Shaamo…"	"My lips smile even in pain
Whenever I remember the moments that have gone by
My lips smile even in pain
Whenever I remember the moments that have gone by
The moments that have gone by
Even if it was for a few moments
But life met me with a smile
Even if it was for a few moments
But life met me with a smile
I spent my days in your lap
I spent my nights in your arms
Even today when I remember those moments
They make my heart forget all the grief
My lips smile even in pain
Whenever I remember the moments that have gone by
My lips smile even in pain
Whenever I remember the moments that have gone by
The moments that have gone by
You keeping your head on my shoulder
You hiding yourself in my chest
You keeping your head on my shoulder
You hiding yourself in my chest
You coming in my protection day and night
And you breaking up just like glass
Even today when I think about those sights
They erase all the loneliness in my heart
My lips smile even in pain
Whenever I remember the moments that have gone by
My lips smile even in pain
Whenever I remember the moments that have gone by
In pain ... the moments that have gone by
In pain ... the moments that have gone by"	2
KK	Sach Keh Raha Hai	"Sach keh raha hai deewana dil
Dil na kisi se lagana
Sach keh raha hai deewana dil
Dil na kisi se lagana
Jhoothe hai yaar ke vaade saare
Jhoothi hai pyar ki kasmein
Maine har lamha jise chaha, jise puja
Us hi ne yaaron mera dil toda toda
Tanha tanha chhoda
Sach keh raha hai deewana dil
Dil na kisi se lagana
Jhoothe hai yaar ke vaade saare
Jhoothi hai pyar ki kasmein
Maine har lamha jise chaha, jise puja
Us hi ne yaaron mera dil toda toda
Tanha tanha chhoda
Sundar sundar woh haseena badi
Sundar sundar main toh khone laga
Uske nashe mein bin peeye behaka
Sundar sundar woh haseena badi
Sundar sundar main toh khone laga
Uske nashe mein bin peeye behaka
Ek din usse bhula doonga main
Uske nishaan mita doonga main
Chahoonga na main us patthar ko
Ja usse bata de
O o ho sach keh raha hai deewana dil
Dil na kisi se lagana
Jhoothe hai yaar ke vaade saare
Jhoothi hai pyar ki kasmein
Maine har lamha jise chaha, jise puja
Us hi ne yaaron mera dil toda toda
Tanha tanha chhoda
Mausam mausam tha suhaana bada
Mausam mausam maine dekha usse
Hua main pagal bas pal bhar mein
Mausam mausam tha suhaana bada
Mausam mausam maine dekha usse
Hua main pagal bas pal bhar mein
Aake basi hai woh mere mann mein
Uski kami hai ab jeevan mein
Woh door hai meri nazron se
Kyun usse main chahoon
La lai lai lai lai la le
La lai lai lai lai la
La lai lai lai lai la le
La lai lai lai lai la
Maine har lamha jise chaha, jise puja
Us hi ne yaaron mera dil toda toda
Tanha tanha chhoda"	"My crazy heart is saying the truth
Don't fall in love with someone
My crazy heart is saying the truth
Don't fall in love with someone
The promises of the beloved are all lies
The promises of love are all lies
The one whom I loved and worshipped
That person broke my heart my friends
And left me alone
My crazy heart is saying the truth
Don't fall in love with someone
The promises of the beloved are all lies
The promises of love are all lies
The one whom I loved and worshipped
That person broke my heart my friends
And left me alone
She is a very beautiful lady
I started to lose myself in her beauty
I was intoxicated without even dinking
She is a very beautiful lady
I started to lose myself in her beauty
I was intoxicated without even dinking
One day I'll forget her
I'll erase all her symbols
I won't love that stone hearted person
Go and tell her that
O o ho my crazy heart is saying the truth
Don't fall in love with someone
The promises of the beloved are all lies
The promises of love are all lies
The one whom I loved and worshipped
That person broke my heart my friends
And left me alone
The weather was very beautiful
I saw her in that weather
I became crazy in just one moment
The weather was very beautiful
I saw her in that weather
I became crazy in just one moment
Now she is settled in my heart
Now she is missing in my life
She is far away from my eyes
Why do I love her
La lai lai lai lai la le
La lai lai lai lai la
La lai lai lai lai la le
La lai lai lai lai la
The one whom I loved and worshipped
That person broke my heart my friends
And left me alone
"	2
KK	Mera pehla pehla pyar	"Na Jaane Kab Yeh Hua Na Kisi Ko Khabar 
Na Khud Ko Pata Khoye Khoye Rehte Hum Yahan Hai
Silsilo Ka Silsila Hai Hua Shuru Abb Jo Nikle Bhi Jaan
Abb Se Humraahi Chahton Ke
Yeh Jaise Phela Nasha Woh Pheli Nazar Phela Khumaar
Yun Lage Mohabbat He Jahan Hai
Doston Ki Dosti Yaaron Ki Yaari Kam Lagne Lagi 
Behake Hai Hum Behaka Yeh Sama Hai
Kaise Samjhaau Tumjhe 
(Mera Phela Phela Pyaar Hai Yeh O O O..
Aankhon Mein Aitbaar Hai Yeh O O O..) - 2
Hawa Bhi Mili Thi Humein Jhokon Mein Puch Rahi…"	"Who knows when this happened
No one knows
I don't know
I stay lost
I am here
It is the story of love stories
It has started now if life passes
Now my desires
Are like the first intoxication
That first glance, that first intoxication
It feels that love is the world
The friendship of friends has started to feel little
I am absent-minded, absent-minded is the ambience
How can I make you understand
This is my first love
There is trust in the eyes) - 2
The breeze had met with me
It was asking me in gusts of wind
If this is not love then what is it
Oh sky, nowadays you are walking with me
The moon and stars are with me
How can I make you understand
This is my first love
There is trust in the eyes"	1
KK	Hai Junoon	"Na… nan nan na na na
Nan nan na na na
Nan nan na naaaa…
Naa… nan nan na na na
Nan nan na na na
Nan nan na naaaa…
Yaaro jee bhar ke jee le pal
Lagta hai aaj kal
Daur apna aayega
Yaaro jo khud pe ho yakeen
Toh zindagi haseen
Tujhe kal bulayega
Yaaro jee bhar ke jee le pal
Lagta hai aaj kal
Daur apna aayega
Yaaro jo khud pe ho yakeen
Toh zindagi haseen
Tujhe kal bulayega
(Hai junoon oooooonnnnn
Hai junoon sa jeene mein
(Hai junoon sa jeene mein)
Hai junoon oooooonnnnn
Hai junoon sa seene mein) – 2
Na… nan nan na na na
Nan nan na na na
Nan nan na naaaa…
Kahin jaise koi dhun baje
Raahon mein dekho hai manzil saje saare
Hum hi hum jahan mein har jagah
Sapne Sajane ki humko mili vajeh
Kahin (kahin) jaise koi (koi) dhun baje (hoo.)
Raahon mein dekho hai manzil saje saare
Hum hi (hum hi) hum jahan mein (harrr) jagah
Sapne Sajane ki humko mili vajeh
Yeh agar jo sach nahi
To sach bhala hai kya
Yaaron!!!!
Apne hisab se
Dil ki kitab pe
Kuch to naya likho
Yaaron!
Anjano ki fikar
Na karti yeh umar
Phir kyun bhala daroo
Hai junoon oooooonnnnn
Hai junoon sa jeene mein
(Hai junoon sa jeene mein)
Hai junoon oooooonnnnn
Hai junoon sa seene mein
Hai junoon oooooonnnnn
Hai junoon oooooonnnnn
Kabhi jo milenge raaste
Pal mein hi chamkegi hasi purani toh
Kaho kya kahoge phir hamey
Kaise chupaoge nami yeh palko ki
Kabhi (kabhi) jo milenge (milenge) raaste
Pal mein hi chamkegi hasi purani toh
Kaho (kaho) kya kahoge (phirrr) hamey
Kaise chupaoge nami yeh palko ki
Yeh bata hai kya hua
Hua hai kyon bataaa….
Yaroon!!
Jee bhar ke jee le pal
Lagta hai aaj kal
Daur apna aayega
Yaaro jo khud pe ho yakeen
Toh zindagi haseen
Tujhe kal bulayega
Yaaro Jo khud pe ho yakeen
Toh zindagi haseen
Tujhe kal bulayega
(Hai junoon oooooonnnnn
Hai junoon sa jeene mein
(Hai junoon sa jeene mein)
Hai junoon oooooonnnnn
Hai junoon sa seene mein) – 2
Hai junoonn…."	"Na ... na nan nan na na na
Na nan nan na na na
Na nan nan na na na
Na ... na nan nan na na na
Na nan nan na na na
Na nan nan na na na
Friends, live this moment to your fullest
Nowadays it feels that
Our era is about to come
Friends, if you believe in yourself
Then life will be beautiful
And tomorrow will call you
Friends, live this moment to your fullest
Nowadays it feels that
Our era is about to come
Friends, if you believe in yourself
Then life will be beautiful
And tomorrow will call you
There's a passion
There's a passion in living now
There's a passion
There's a passion in my heart now
There's a passion
There's a passion in living now
There's a passion
There's a passion in my heart now
Na ... na nan nan na na na
Na nan nan na na na
Na nan nan na na na
It seems as if a tune is being played somewhere
And all the sceneries are lined up on the roads
We are in the world everywhere
We have found a reason to decorate our dreams
It seems as if a tune is being played somewhere
And all the sceneries are lined up on the roads
We are in the world everywhere
We have found a reason to decorate our dreams
If this is not the truth
Then what else is true
Friends, according to us
In the book of the heart
Write something new
Friends, when it comes to the outcome
This age doesn't care about it
Then why should we fear
There's a passion
There's a passion in living now
There's a passion
There's a passion in my heart now
There's a passion
There's a passion
Whenever our paths will cross again
In that moment the old smile will come up again
Then what will you tell me
And how will you hide the tears in your eyes
Whenever our paths will cross again
In that moment the old smile will come up again
Then what will you tell me
And how will you hide the tears in your eyes
Tell me what has happened
Why has this happened
Friends, live this moment to your fullest
Nowadays it feels that
Our era is about to come
Friends, if you believe in yourself
Then life will be beautiful
And tomorrow will call you
There's a passion
There's a passion in living now
There's a passion
There's a passion in my heart now
There's a passion
There's a passion in living now
There's a passion
There's a passion in my heart now
There's a passion"	1
KK	Piya Aye Na	"Teri khata hai mere jiya
Teri khata hai mere jiya
Unpe bharosa kyun tune kiya
Sab jhoote jhoote vaade the unke
Chal peeche peeche aaya tu jinke
Woh piya aaye na
Woh piya aaye na
Piya aaye na
Woh piya aaye na
Ab sabhi un khwabon ki tu
Dagar chhod de
Ab sabhi un khwabon ko tu
Khud hi todh de
Woh piya aaye na
Woh piya aaye na
Piya aaye na
Woh piya aaye na
Teri khata hai mere jiya
Teri khata hai mere jiya
Har khata ki hoti hai
Koi na koi sazaa
Gham likhe ho kismat mein toh
Ban hi jaati wajah
Ab sabhi gham ashkon mein
Simmat se gaye
Ab sabhi aasoon palkon se
Lipat se gaye
Woh piya aaye na
Woh piya aaye na
Piya aaye na
Woh piya aaye na
Sach laga tha joh bewajah humko
Woh bharam ho gaya hai
Modh aane the jis fasaane mein
Woh khatam ho gaya
Bhoole hum bhoole woh
Kaise sabse kahe baat yeh
Ab chalo hum dheere dheere
Bihal se gaye
Ab chalo hum jaise bhi ho
Sambhal se gaye
Woh piya aaye na
Woh piya aaye na
Piya aaye na
Woh piya aaye na
Woh piya aaye na
Woh piya aaye na
Piya aaye na
Woh piya aaye na
Teri khata hai mere jiya
Teri khata hai mere jiya
Unpe bharosa kyun tune kiya"	"My heart it's your fault
My heart it's your fault
Why did you trust him
All his promises were false
Behind whom you came following
That beloved didn't come
That beloved didn't come
Beloved didn't come
That beloved didn't come
Now for all those dreams
Leave their path
Now for all those dreams
You break them yourself
That beloved didn't come
That beloved didn't come
Beloved didn't come
That beloved didn't come
My heart it's your fault
My heart it's your fault
For every mistake there is
Some punishment or other
If grief is written in your fate then
Reasons will be born
Now all those griefs in the tears
Have confined
Now all those tears in the eyes
Have clinged
That beloved didn't come
That beloved didn't come
Beloved didn't come
That beloved didn't come
What I thought was the truth
Has become fiction
The story in which turns were to come
Has come to an end
Let us both forget
How should I tell this to everyone
Now slowly slowly
I've become hopeless
Now however it may be
I'm in control of my senses
That beloved didn't come
That beloved didn't come
Beloved didn't come
That beloved didn't come
That beloved didn't come
That beloved didn't come
Beloved didn't come
That beloved didn't come
My heart it's your fault
My heart it's your fault
Why did you trust him"	2
Armaan Malik	Bol Do Na Zara	"Itni mohabbat karo na
Main doob na jaun kahi
Vaapas kinare pe aana
Main bhool na jaun kahi
 
Dekha jabse chehra tera
Main toh hafton se soya nahi
 
Bol do na zara
Dil mein jo hai chipa
Main kisi se kahunga nahi
Main kisi se kahunga nahi
 
Mujhe neend aati nahi hai akele
Khwabon mein aaya karo
Nahi chal sakunga tumhare bina main
Mera tum sahaara bano
 
Ik tumhein chahne ke alaawa
Aur kuch humse hoga nahi
Bol do na zara
Dil mein jo hai chipa
Main kisi se kahunga nahi
Main kisi se kahunga nahi
 
Humari kami tumko mehsoos hogi
Bheega dengi jab baarishe
Main bhar karke laya hoon
Ankhon mein apni
Adhoori si kuch khwahishe
Rooh se chaahne wale aashiq
Baatein jismo ki karte nahi
 
Bol do na zara
Dil mein jo hai chipa
Main kisi se kahunga nahi
 
Bol do na zara
Dil mein jo hai chipa
Main kisi se kahunga nahi
Main kisi se kahunga nahi"	"Do not love me so much;
Lest I shall immerse there.
And lest I forget coming back to the bank.
 
Since I have seen thy face I have not been slept for the couple of weeks.
 
You should speak out a bit what you have hid in your heart; I shall not tell anyone.
 
I am unable to get asleep at nights; you should appear in my dreams frequently.
I cannot walk without you;
You should be my support.
 
I am indifferent to do anything but loving you.
You should speak out a bit what you have hid in your heart; I shall not tell anyone.
 
You shall feel my absence when the rain will fall over you.
I have brought with me full of wanting wishes in my eyes.
The lovers who love by the soul do not talk about sex.
 
You should speak out a bit what you have hid in your heart; I shall not tell anyone.
 
You should speak out a bit what you have hid in your heart; I shall not tell anyone."	1
Armaan Malik	Hare Krishna Hare Ram	"Jaane jaana kaisi karti hai jhanjhat
Prrenn prrenn dil mein bajte hain trumpet
Ho gaya sunset, sun gaya niche
Hote hi raat main aa gaya tere piche
 
Commando pe jaal tune phenka
Na chalega jaadu, na chalega kaala paisa RAA!
Darta nahi hai tera yaar war se
Koshish toh kar ek baar pyar se
 
Be-matlab ki baaton mein
Kya rakha hai batla de
Kar le thodi pyar mohabbat
Kuchh pal do pal ke waade
 
Bedhahkan dil hai mera
Chhu ke isko dhadka de
Thoda sa chain tu de de
Aur thoda sa tapda de
 
Tanha meri baahein
You know I need you
Bolein yeh nigaahein
You know I want you
Duniya ko bhula ke
Come and sing this song
 
Hare..
 
Hare Ram Hare Ram
Hare Krishna Hare Ram
Hare Ram Hare Ram
Hare Krishna Hare Ram
 
Hare Ram Hare Ram
Hare Krishna Hare Ram
Hare Ram Hare Ram
Hare Krishna Hare Ram
 
Tu hi toh hai ab meri
Milne mein na kar deri
Karne de hera pheri
Boy I need you come lil close
 
Hogi na phir ye raatein
Subah tak ho mulakatein
Hone de dil ki baatein
 
Tanha meri baahein
You know I need you
Bole yeh nigaahein
You know I want you
Duniya ko bhula ke
Come and sing this song
 
Hare… 1 2 3..
 
Hare Ram Hare Ram
Hare Krishna Hare Ram
Hare Ram Hare Ram
Hare Krishna Hare Ram
 
Hare Ram Hare Ram
Hare Krishna Hare Ram
Hare Ram Hare Ram
Hare Krishna Hare Ram
Oo..."	"Beloved, how do you cause this trouble?
Trumpet blows in my heart
Sun goes down,
I come after you as soon as night falls
 
You threw a net over Commando,
Neither black magic nor black money will work Ra!
Your lover is not afraid of war
But try at least once with love
 
Tell me,
what’s in idle talk?
Fall in love Make promises
for a moment or two
 
My heart is without heartbeat
Touch it and make it beat
Give me some relief
and some torment
 
My lonely arms,
You know I need you
My eyes are saying
You know I want you
Forget the world and
Come and sing this song
 
Hare..
 
Hare Ram Hare Ram
Hare Krishna Hare Ram
Hare Ram Hare Ram
Hare Krishna Hare Ram
 
Hare Ram Hare Ram
Hare Krishna Hare Ram
Hare Ram Hare Ram
Hare Krishna Hare Ram
 
Now only you are mine
Let there be no delay in meeting
Let me do some wrongdoing
Boy I need you, come a little close
 
We won’t have these nights again
Let us stay together till the morning
Let us talk what’s in our hearts
 
My lonely arms,
You know I need you
My eyes are saying
You know I want you
Forget the world and
Come and sing this song
 
Hare… 1 2 3..
 
Hare Ram Hare Ram
Hare Krishna Hare Ram
Hare Ram Hare Ram
Hare Krishna Hare Ram
 
Hare Ram Hare Ram
Hare Krishna Hare Ram
Hare Ram Hare Ram
Hare Krishna Hare Ram
Oo..."	1
